rs1,rs2,as,ssd
1.0,0.75,0.16666666666666666,1.2909944487358056
0.9166666666666666,0.75,0.06896551724137931,1.0897247358851685
0.75,0.5,0.13559322033898305,1.4624940645653537
0.75,0.5,0.14814814814814814,1.1426091000668408
0.5833333333333334,0.3333333333333333,0.15789473684210525,1.5
0.75,0.5833333333333334,0.13559322033898305,1.4215601757693317
1.0,0.0,0.42857142857142855,1.0
1.0,1.0,0.125,2.5
